3,426,NULL,9936,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
4,516,NULL,2261,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
5,800,NULL,1292,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
6,759,NULL,6878,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
7,295,NULL,16429,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
8,718,NULL,14176,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
9,272,NULL,5300,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
10,614,NULL,5983,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
11,332,NULL,17892,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
12,769,NULL,2360,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
13,663,NULL,11253,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
14,613,NULL,19578,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
15,677,NULL,19259,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
16,122,NULL,16433,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
17,852,NULL,6263,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
18,619,NULL,16620,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
19,212,NULL,13409,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
20,704,NULL,13940,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
21,336,NULL,637,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
22,203,NULL,13903,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
23,194,NULL,2987,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
24,348,NULL,9268,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
25,547,NULL,19957,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
26,133,NULL,3110,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
27,855,NULL,17199,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
28,568,NULL,16138,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
29,116,NULL,6920,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
30,414,NULL,10974,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
31,553,NULL,8286,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
32,725,NULL,7300,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
33,502,NULL,865,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
34,505,NULL,7214,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
35,276,NULL,10474,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
36,564,NULL,4257,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
37,106,NULL,7847,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
38,568,NULL,16799,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
39,471,NULL,4289,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
40,709,NULL,543,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
41,662,NULL,16397,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
42,792,NULL,4828,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
43,822,NULL,9985,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
44,229,NULL,13199,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
45,95,NULL,12643,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
46,714,NULL,8052,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
47,763,NULL,9636,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
48,201,NULL,15728,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
49,627,NULL,10519,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
50,588,NULL,7201,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
51,522,NULL,5804,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
52,389,NULL,18479,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
53,192,NULL,13462,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
54,729,NULL,19486,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
55,455,NULL,7076,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
56,252,NULL,2437,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
57,119,NULL,3398,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
58,512,NULL,15595,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
59,741,NULL,2309,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
60,523,NULL,7090,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
61,614,NULL,10582,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
62,549,NULL,15142,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
63,722,NULL,6088,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
64,224,NULL,6144,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
65,497,NULL,9589,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
66,258,NULL,1122,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
67,113,NULL,17647,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
68,360,NULL,7976,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
69,234,NULL,19508,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
70,641,NULL,14389,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
71,687,NULL,16022,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
72,762,NULL,19926,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
73,546,NULL,15631,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
74,322,NULL,15500,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
75,419,NULL,6721,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
76,288,NULL,10098,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
77,254,NULL,5151,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
78,271,NULL,18351,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
79,798,NULL,1500,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
80,440,NULL,14456,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
81,873,NULL,15582,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
82,673,NULL,3347,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
83,736,NULL,17338,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
84,522,NULL,15189,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
85,596,NULL,15732,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
86,372,NULL,18082,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
87,691,NULL,17284,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
88,169,NULL,14572,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
89,768,NULL,19734,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
90,262,NULL,17889,NULL,0,0,2011-10-17 15:01:00,NULL,0,0,0,NULL
